
      	X(nS)     	Ch1(mV)      
 677  	30.3820   	55.717407   
 678  	30.4270   	56.364372   
 679  	30.4719   	55.933098   
 680  	30.5169   	54.998657   
 681  	30.5618   	56.579956   
 682  	30.6067   	56.148682   
 683  	30.6517   	55.861206   
 684  	30.6966   	54.711178   
 685  	30.7416   	55.501831   
 686  	30.7865   	54.998657   
 687  	30.8315   	55.070557   
 688  	30.8764   	55.645622   
 689  	30.9213   	55.501831   
 690  	30.9663   	55.358032   
 691  	31.0112   	56.004997   
 692  	31.0562   	55.933098   
 693  	31.1011   	56.723747   
 694  	31.1461   	55.861206   
 695  	31.1910   	55.645622   
 696  	31.2360   	55.861206   
 697  	31.2809   	55.789307   
 698  	31.3258   	56.292473   
 699  	31.3708   	56.076782   
 700  	31.4157   	56.004997   
 701  	31.4607   	56.651855   
 702  	31.5056   	55.358032   
 703  	31.5506   	55.789307   
 704  	31.5955   	56.004997   
 705  	31.6404   	55.358032   
 706  	31.6854   	55.501831   
 707  	31.7303   	55.214348   
 708  	31.7753   	55.573723   
 709  	31.8202   	55.933098   
 710  	31.8652   	56.364372   
 711  	31.9101   	55.789307   
 712  	31.9551   	55.933098   
 713  	32.0000   	54.998657   
 714  	32.0449   	55.286247   
 715  	32.0899   	55.429932   
 716  	32.1348   	55.286247   
 717  	32.1798   	55.286247   
 718  	32.2247   	54.926876   
 719  	32.2697   	55.358032   
 720  	32.3146   	54.423702   
 721  	32.3596   	54.208126   
 722  	32.4045   	54.711178   
 723  	32.4494   	54.639278   
 724  	32.4944   	54.567501   
 725  	32.5393   	53.633053   
 726  	32.5843   	54.926876   
 727  	32.6292   	54.208126   
 728  	32.6742   	54.208126   
 729  	32.7191   	54.567501   
 730  	32.7640   	54.279903   
 731  	32.8090   	53.920528   
 732  	32.8539   	53.201778   
 733  	32.8989   	53.273678   
 734  	32.9438   	53.058102   
 735  	32.9888   	53.417477   
 736  	33.0337   	53.273678   
 737  	33.0787   	51.908077   
 738  	33.1236   	52.626827   
 739  	33.1685   	52.554928   
 740  	33.2135   	52.914303   
 741  	33.2584   	52.339352   
 742  	33.3034   	52.842403   
 743  	33.3483   	52.483028   
 744  	33.3933   	52.195553   
 745  	33.4382   	52.554928   
 746  	33.4831   	52.483028   
 747  	33.5281   	51.764278   
 748  	33.5730   	51.476803   
 749  	33.6180   	52.051880   
 750  	33.6629   	50.901855   
 751  	33.7079   	51.764278   
 752  	33.7528   	50.973755   
 753  	33.7978   	52.267452   
 754  	33.8427   	50.973755   
 755  	33.8876   	51.836178   
 756  	33.9326   	50.686153   
 757  	33.9775   	51.620602   
 758  	34.0225   	51.261230   
 759  	34.0674   	53.848751   
 760  	34.1124   	53.561153   
 761  	34.1573   	53.489376   
 762  	34.2022   	52.842403   
 763  	34.2472   	52.698727   
 764  	34.2921   	52.986202   
 765  	34.3371   	52.123653   
 766  	34.3820   	52.123653   
 767  	34.4270   	52.339352   
 768  	34.4719   	53.633053   
 769  	34.5169   	53.561153   
 770  	34.5618   	52.914303   
 771  	34.6067   	52.914303   
 772  	34.6517   	54.279903   
 773  	34.6966   	53.848751   
 774  	34.7416   	53.633053   
 775  	34.7865   	53.130001   
 776  	34.8315   	53.992428   
 777  	34.8764   	53.130001   
 778  	34.9213   	52.123653   
 779  	34.9663   	52.554928   
 780  	35.0112   	52.626827   
 781  	35.0562   	52.123653   
 782  	35.1011   	52.554928   
 783  	35.1461   	52.842403   
 784  	35.1910   	52.195553   
 785  	35.2360   	52.123653   
 786  	35.2809   	52.986202   
 787  	35.3258   	53.058102   
 788  	35.3708   	52.123653   
 789  	35.4157   	53.058102   
 790  	35.4607   	53.058102   
 791  	35.5056   	52.698727   
 792  	35.5506   	53.130001   
 793  	35.5955   	52.626827   
 794  	35.6404   	53.058102   
 795  	35.6854   	52.483028   
 796  	35.7303   	52.483028   
 797  	35.7753   	53.417477   
 798  	35.8202   	53.058102   
 799  	35.8652   	52.123653   
 800  	35.9101   	50.973755   
 801  	35.9551   	51.548702   
 802  	36.0000   	51.045528   
 803  	36.0449   	50.183105   
 804  	36.0899   	49.967403   
 805  	36.1348   	49.536251   
 806  	36.1798   	49.104980   
 807  	36.2247   	47.883057   
 808  	36.2697   	48.601803   
 809  	36.3146   	46.876831   
 810  	36.3596   	46.661251   
 811  	36.4045   	45.008057   
 812  	36.4494   	45.008057   
 813  	36.4944   	43.786251   
 814  	36.5393   	43.426876   
 815  	36.5843   	43.211178   
 816  	36.6292   	42.779907   
 817  	36.6742   	42.061157   
 818  	36.7191   	41.342403   
 819  	36.7640   	39.401852   
 820  	36.8090   	38.611202   
 821  	36.8539   	37.173702   
 822  	36.8989   	36.598755   
 823  	36.9438   	36.023678   
 824  	36.9888   	35.736206   
 825  	37.0337   	35.736206   
 826  	37.0787   	34.442505   
 827  	37.1236   	33.795528   
 828  	37.1685   	33.220581   
 829  	37.2135   	32.286251   
 830  	37.2584   	32.214355   
 831  	37.3034   	31.136230   
